Machine_ID,Operation_Mode,Fault_Type,Temperature_C,Vibration_mm_s,Pressure_bar,Humidity_%,Energy_Consumption_kWh,Machine_Speed_RPM,Downtime_Minutes,Throughput_units_hr,Product_Quality_Score,Reject_Rate_%,Target_Class
MCH_38,Idle,None,71.91143820066512,0.8103107444299049,4.464928630954347,65.15698781899479,55.342397455840704,1392.3416939814322,85,22.074060549215513,0.895116957865751,10.488304213424904,High_Downtime
MCH_28,Idle,None,66.07881021356008,2.8308463475077574,7.077265449046308,25.82939144639281,63.10384123453069,857.2677991268536,70,4.2633018668208535,0.6446136791533095,35.538632084669054,High_Downtime
MCH_3,Active,None,72.82275569767233,2.558493394365562,5.022968885450631,31.876047207299663,38.251200614956446,1287.2784693280134,22,13.171089501228906,0.6816897698854433,31.831023011455674,Quality_Degraded
MCH_2,Active,None,64.49260445720482,1.5297846684206755,5.214337289743206,38.04145874152045,55.666543879596375,1750.1699627167368,8,25.702133375712513,0.7943962576183382,20.56037423816618,Optimal_Operation
MCH_6,Active,None,73.82905034711112,2.097840619664647,5.316340011730537,45.2254063561095,62.80996679742352,2026.007850063912,88,28.445143886139817,0.732942924251798,26.705707574820202,High_Downtime
MCH_14,Idle,None,74.09799614389766,0.9048305968766848,6.354282131552953,36.21346547302799,69.87658492271302,1058.8614154204374,20,15.632703347410306,0.8750283437992072,12.497165620079276,Optimal_Operation
MCH_15,Active,None,81.44501524490943,2.7805065490787997,6.254255219834628,40.403039592619464,59.51360444396435,2471.383325032391,85,33.812216077001004,0.6205591531309063,37.94408468690938,High_Downtime
MCH_33,Active,Wear,71.07477948703075,2.3070367773349796,5.5043598792630215,64.74056517708243,62.40774873554036,2357.0477556716096,63,33.62726663014389,0.7188564687716794,28.114353122832057,High_Downtime
MCH_39,Active,None,73.12518516182337,4.505544241840854,5.165694522016471,63.42770071531545,23.251234067517142,1314.9029388575445,5,5.8851491936828495,0.4468339503318042,55.31660496681958,Quality_Degraded
MCH_2,Idle,None,70.51041133342008,2.666306736152965,4.702291544420864,44.25488643009626,61.65574692355412,1243.7197667765427,17,11.947859724052552,0.6780015463279638,32.199845367203615,Quality_Degraded
MCH_36,Fault,None,82.27678553188167,2.567067444740907,7.139231219533551,29.858824688538427,50.87313077669,999.9603957592819,1,7.9128283257505885,0.6428447645035644,35.71552354964356,Quality_Degraded
MCH_13,Maintenance,None,77.02367363007122,1.344638675573,3.2179232340927837,45.98904282231382,57.01575616247175,1629.879065907393,59,24.255610132387872,0.8105486644109552,18.94513355890448,Optimal_Operation
MCH_46,Active,None,54.76919016751162,2.51380145962385,6.449122204198659,60.098343862885166,53.48444237264607,1461.6633227183124,86,16.52049093820119,0.6374205855151844,36.25794144848156,High_Downtime
MCH_42,Active,None,94.674571873519,1.391775739200743,4.195246208945344,74.09204441552654,43.174502390186504,1452.4418007188592,48,20.84092978353992,0.7342886238018349,26.57113761981651,Quality_Degraded
MCH_45,Maintenance,None,73.69088841685586,1.1961917537336992,4.831701027865793,51.11216300274022,39.27044436110047,1637.8592121271365,4,24.994491387376776,0.8416934358845327,15.830656411546729,Optimal_Operation
MCH_35,Maintenance,None,67.50574129091436,0.8379054981774354,4.357939697611927,31.63727111214849,56.33470642496097,1362.481933693606,18,21.420776801719455,0.8894743053823652,11.052569461763484,Optimal_Operation
MCH_27,Idle,None,66.16539257096251,2.4544885510824113,6.1523307135871335,45.44764722071349,44.986293632744484,1288.7535827212957,33,13.613929117875731,0.6901229441539607,30.98770558460393,Quality_Degraded
MCH_15,Idle,Overheat,75.25274098490716,4.020325945409507,4.333637898605241,61.501965828090924,78.85436618217919,1430.298035082894,50,9.924115038050957,0.49654992261123054,50.345007738876944,Critical_Failure
MCH_29,Idle,None,64.88540721047575,1.786347234913998,7.2592062485195346,29.891708032550074,10.0,1041.4643255329986,32,11.790326070034894,0.7651799606522233,23.482003934777673,Optimal_Operation
MCH_38,Active,None,68.1072546291912,2.472148100567458,8.705736671880267,59.19818846990705,51.26245281511881,1598.7189287151687,1,19.179024483460505,0.6957712464486698,30.422875355133016,Quality_Degraded
MCH_18,Active,Wear,73.77818077654979,2.1021656107261233,5.928343741973151,44.4084963103261,40.77299483343004,2138.961174565688,50,30.481540731017105,0.732627403606666,26.7372596393334,Quality_Degraded
MCH_52,Active,None,78.01712108431298,2.9545747209392696,4.464127689951646,35.72945598541871,36.978736618932686,1253.5218915763487,34,10.973008235812896,0.6133825491500358,38.661745084996426,Quality_Degraded
MCH_56,Active,None,70.66297468102091,3.3994304089729415,4.120679631238696,42.031228473211996,49.573678136013996,799.2514439196099,57,0.9341227990102325,0.5894164521991634,41.05835478008366,Quality_Degraded
MCH_1,Active,Overheat,76.34416694330965,2.5231827206321515,4.507329057008376,33.87197718898614,63.15131974928488,1661.5527617931416,48,20.11731933189215,0.6718414057509032,32.815859424909675,Critical_Failure
MCH_49,Idle,Overheat,79.32444318520157,2.442926930542996,3.5198021115821474,68.3558303604861,26.98902321951608,1527.074361168058,54,17.9932806627018,0.6695509955940342,33.04490044059658,Critical_Failure
MCH_52,Active,None,87.66574568585195,2.018903457469483,5.950148268424461,44.46008393670816,45.34599865109816,1305.13583819901,77,15.654128682831344,0.6870686023602542,31.293139763974576,High_Downtime
MCH_11,Active,Overheat,64.64286380509947,1.2320660521658209,5.184291397524396,29.585207362924052,66.85312672537275,2150.1218158398606,84,34.164859715697816,0.8307235289604994,16.92764710395006,Critical_Failure
MCH_45,Active,None,63.61024106289699,1.9920646583787731,2.9009804765066924,69.38520913791498,76.55647274850078,1111.075981122621,75,12.233122841441652,0.7353932052461352,26.460679475386485,High_Downtime
MCH_28,Maintenance,Overheat,68.14336990016407,2.0500149412495703,5.266256213638002,46.30457375234705,42.41836589312205,925.1250804535032,26,8.62039624324723,0.7465716866507079,25.342831334929205,Critical_Failure
MCH_22,Idle,None,54.62298790203211,0.7332826030611002,4.409711356622321,63.85734579637184,46.798292724322295,687.0234227597514,89,9.558204547023806,0.8504980392407964,14.950196075920363,High_Downtime
MCH_18,Active,Overheat,90.84038736651206,1.4832186960730889,3.5588282419952657,53.57365126025053,62.77916701347027,1668.9188090067514,38,24.411103561284943,0.7386522070051811,26.13477929948189,Critical_Failure
MCH_10,Active,Sensor_Error,70.69487821851772,2.3615405498890474,5.959158390882224,36.17979192597263,43.98169292171246,1424.3784325816077,74,16.451627483745767,0.7138356211392435,28.61643788607565,High_Downtime
MCH_14,Active,None,83.80205167630157,1.575272232838873,5.438927125682372,33.31077159546265,39.472798362085996,1061.5111308896617,0,12.999113448456539,0.7557591253541289,24.424087464587107,Optimal_Operation
MCH_49,Active,None,70.66881677244588,2.8786782138329925,3.601865595020403,34.40605798618807,61.760096163712525,656.6364964915676,49,0.424132535423805,0.6518833472502574,34.81166527497426,Quality_Degraded
MCH_22,Active,None,65.69093973983087,1.7089644808971185,3.3738708373880333,26.615797555482523,40.32016686203771,839.7861468403282,76,8.432981109872038,0.7776880212516692,22.231197874833075,High_Downtime
MCH_7,Active,None,56.15720151575229,3.6483128892689187,6.497384132793416,74.36380646574722,42.962365218429426,1503.4171335481142,62,12.7416054165264,0.5068312593507389,49.31687406492611,High_Downtime
MCH_6,Maintenance,Power_Failure,58.8318495772001,1.3752686418432551,5.3208460803475734,26.84109338179957,53.28024638414211,1230.4685078107436,68,16.871080120095044,0.7902951612876098,20.970483871239022,Critical_Failure
MCH_25,Fault,Wear,90.19479987520675,2.2812126329881526,4.855673920961916,31.45797075757475,26.01314791193776,1442.1034710991646,61,17.095212578941293,0.6454752845405947,35.45247154594053,High_Downtime
MCH_7,Active,None,78.17326600870499,1.9985276300203119,4.731364427579138,48.81053483945071,42.23131616291548,1712.4888775045993,64,23.142050889093284,0.7274836203627426,27.251637963725738,High_Downtime
MCH_23,Active,None,69.01243021825111,2.87441385585892,5.909913544543663,60.20398840496118,70.52947336298523,1248.2223856298535,37,11.197297042561656,0.6511200581699341,34.88799418300659,Quality_Degraded
MCH_55,Active,None,67.8922963365072,1.2182762566570704,5.328052078132833,61.319851632511416,19.56153717359017,2086.4562151872733,78,33.062462522231236,0.8453760345471804,15.462396545281965,High_Downtime
MCH_23,Active,None,51.55941072773814,1.950007070993043,5.622471993833238,49.63090469964348,49.509578778588605,1792.9371896793073,74,24.79882971019705,0.6922367943917874,30.776320560821258,High_Downtime
MCH_39,Idle,None,54.70565087404802,2.3299384214871637,4.1661322350399095,34.09400421995724,61.210520474177024,1298.2576921891348,66,14.28493162658107,0.6592299929177324,34.077000708226755,High_Downtime
MCH_17,Fault,None,55.61202256219613,2.4536961737214806,4.646438765767678,42.38096072413418,65.67969189511416,1417.7948991976546,4,15.96330438143507,0.6480045494022069,35.19954505977931,Quality_Degraded
MCH_52,Active,None,66.13631897534303,2.051726602721867,2.6889172609551224,59.51974143146826,39.50411738011122,1474.8929687569778,62,18.609329384693943,0.7383380835747482,26.166191642525185,High_Downtime
MCH_3,Idle,Overheat,74.13754110913277,2.03207191386541,6.079660344843728,36.80582665587022,51.0350826703855,1467.2316332214273,1,18.548651130382492,0.7396012058996198,26.039879410038026,Critical_Failure
MCH_47,Idle,None,91.16535267024973,2.766261883140946,4.113270569623804,69.76034188435997,96.18321212682856,1791.851219002102,17,21.514065540201706,0.5833871633420876,41.66128366579124,Energy_Inefficient
MCH_30,Active,None,62.27392983624937,1.185912304591636,4.99440436518355,41.10395827915892,49.28313683939693,1173.6994905151157,43,16.59634151827192,0.8267862427940011,17.321375720599885,Optimal_Operation
MCH_35,Active,None,59.02142395662726,0.04098674965503579,4.769862598646459,57.4411420145788,88.59987428165648,1181.5941448889976,85,21.31958290845254,0.9511672858679048,4.883271413209522,High_Downtime
MCH_8,Active,None,59.55304614808252,1.8286951897247525,4.236819921276767,57.295862066580064,29.25800403553496,730.1778469060753,69,5.961180093938722,0.7387687618253598,26.123123817464023,High_Downtime
MCH_60,Active,Wear,83.2954149367257,1.4144216877903557,4.664162077858834,34.32835120256529,37.571243434718966,1209.1907802338546,54,16.32760016218139,0.7770877377182546,22.291226228174544,Optimal_Operation
MCH_25,Idle,None,81.56981045373978,2.1306836542569125,7.17468101230286,66.04307365766763,48.88238530203241,1500.0930581658993,25,18.751684622352336,0.6980387196742114,30.196128032578862,Quality_Degraded
MCH_6,Active,Overheat,93.39735402450069,1.4918986970573824,4.097748604008393,46.271821930820835,25.586863431752562,1416.8297313314838,46,19.79294578143381,0.7273827402551114,27.26172597448886,Critical_Failure
MCH_36,Active,None,72.15541845544914,1.2118711324994818,4.9822407344285535,54.694154877894945,57.15242141486166,1138.2105035607283,4,15.84725189837895,0.8459537902782657,15.404620972173433,Optimal_Operation
MCH_19,Fault,None,46.33439622228822,2.9056635282929966,4.565418943524536,37.732032738188195,66.59493657242663,1670.0733522554676,74,18.742315927836515,0.5566579614939933,44.33420385060067,High_Downtime
MCH_54,Active,Overheat,69.44151447713803,2.14358006515765,5.6966675362208665,45.425914646795846,59.65703902556477,1222.0579157871866,0,13.644914571863701,0.7405364500896341,25.946354991036593,Critical_Failure
MCH_41,Active,None,57.0979137995336,1.892134172570961,5.325102406234278,64.76336559299452,42.6859066389126,1248.6046342631328,84,15.133365750864025,0.7213355544896191,27.866444551038093,High_Downtime
MCH_40,Active,None,80.90837899510942,2.219110859629899,6.1022703134348815,59.14910317085662,24.39084266558602,2020.3322954421583,31,27.8568710240651,0.6900731808639744,30.99268191360256,Quality_Degraded
MCH_57,Active,None,67.21951931787662,2.0165765412705965,7.044081043502811,36.61063475734086,46.41232000954747,1688.0867415107523,77,22.62618004420402,0.7468888923190349,25.311110768096512,High_Downtime
MCH_56,Active,Wear,44.531264916804034,3.2892337257072555,6.536194265655203,59.68588037016692,36.78704533267609,1997.03870076819,26,23.15285965659261,0.5034170125823455,49.65829874176545,Quality_Degraded
MCH_24,Active,None,71.61203698889864,1.0177486064358767,4.301298416813017,62.19731462863385,51.073493558290885,1232.8198936322092,9,18.34391273120575,0.8714220192721003,12.857798072789972,Optimal_Operation
MCH_37,Active,None,73.04442273776007,1.147392758052088,4.342631184534714,55.19789360362563,17.052280987519865,2511.0547479943652,28,41.06596984041647,0.8501351780827091,14.986482191729088,Optimal_Operation
MCH_13,Active,Wear,74.18688725587984,2.7826453280950942,6.691201644685446,59.697422223355,25.516728808572218,1498.3375123213698,68,16.11191891164453,0.6493350116050693,35.066498839493065,High_Downtime
MCH_46,Fault,None,57.86657350209176,1.3877645715254827,3.3525947897980304,55.747513157632724,40.92405386012145,1305.9080381216886,59,18.1927242252015,0.7849345454253092,21.506545457469084,Optimal_Operation
MCH_5,Idle,Wear,66.72162854861499,1.4576169752252162,6.632034084976105,28.44607696836094,45.06089439416273,1235.4014936446947,89,16.631377438093587,0.811972477167434,18.802752283256595,High_Downtime
MCH_3,Idle,Wear,102.46429322084984,2.4715574003970144,4.553104491053992,41.759862082295044,47.99898713162684,1045.7634686589413,24,9.127651646756329,0.573555939068959,42.6444060931041,Quality_Degraded
MCH_43,Fault,None,52.141719937610766,0.5998250217155343,2.1369007907396895,70.92273624696506,43.347801612720666,1428.929585805761,50,23.581237836878973,0.856587877144579,14.341212285542104,Optimal_Operation
MCH_15,Active,None,84.46591374134314,1.3716055745161828,4.20240615644407,35.634039217061314,39.190516470452245,1555.889588544109,48,22.80247931182816,0.7775436760926855,22.24563239073145,Optimal_Operation
MCH_50,Maintenance,None,72.17054266579437,0.7943343516255876,5.363779250417446,39.97979558832385,36.93703028530507,835.8135871224704,50,12.019273268451656,0.895997707141752,10.400229285824803,Optimal_Operation
MCH_19,Maintenance,Overheat,65.11605591743717,1.507826952883647,5.163971402762402,53.242056663130825,41.84862843299352,1886.0037941641008,37,28.259670264176336,0.7995249893237111,20.047501067628893,Critical_Failure
MCH_6,Idle,None,40.087783715407525,1.4890528687018785,4.956325693646812,62.66231103737254,57.70693120370917,1296.971668643593,33,17.62509159143963,0.7016647906174047,29.83352093825953,Quality_Degraded
MCH_55,Idle,None,77.82379195872544,1.3045995719538763,5.101856706846963,36.098608096647474,50.449754517907365,1652.5852224151322,71,24.82860575609599,0.8121528835306331,18.784711646936692,High_Downtime
MCH_15,Active,None,58.45137874539325,2.450429767478569,4.041415407290504,36.90913905233633,46.39511902762798,1268.8127173576408,77,13.267603063861012,0.6597539428841448,34.02460571158552,High_Downtime
MCH_56,Maintenance,None,68.6902852127761,1.0482218737099918,4.536220119606961,56.66203874554803,46.143165931291726,1641.0933864614747,18,25.645174077186844,0.8689745160059055,13.102548399409454,Optimal_Operation
MCH_7,Active,None,77.60139060317834,0.8826488921457898,4.30206405003967,43.98462040836334,26.650562397141442,1612.1034829709738,4,25.780376849070908,0.8636765705297919,13.632342947020815,Optimal_Operation
MCH_25,Active,None,83.39659296715125,1.6751112686696914,4.809464439588604,53.288830998328024,53.86209851873987,1393.0385946782233,80,18.627529374016202,0.7454002758910321,25.459972410896793,High_Downtime
MCH_18,Active,None,76.00372237740717,2.7827663962055715,6.362837426691939,45.12750217984903,59.26084714580488,979.9405012594368,3,6.686034438076566,0.6420531429457027,35.79468570542973,Quality_Degraded
MCH_30,Fault,None,85.23630320133339,3.036282837018259,5.332711948594275,65.75272142012285,69.68137924624465,1134.1262168326223,36,8.475345321611005,0.5747008467524755,42.52991532475245,Quality_Degraded
MCH_41,Maintenance,Wear,71.95978956409232,2.230426760882488,6.280960082340066,55.02584302168267,34.94363162654944,1578.603736353813,44,19.78017907199392,0.7245096304377321,27.549036956226793,Quality_Degraded
MCH_54,Active,None,66.97554191032262,3.3094350274931,5.608753213535179,34.21854603394816,48.224031491806564,1451.522740279361,28,13.153582440561436,0.5907699643421185,40.92300356578815,Quality_Degraded
MCH_24,Active,Sensor_Error,69.32950233394632,3.207180727730121,4.227844432249305,39.856085781158754,35.759016667520854,2321.3337226930867,23,29.377344774408364,0.6124563220081707,38.75436779918293,Quality_Degraded
MCH_11,Active,None,79.2908023719763,0.6327380153124407,5.194129882079671,54.84214244584446,40.11846761327965,1802.2456641999865,72,30.237150924204535,0.886908228674602,11.309177132539805,High_Downtime
MCH_24,Active,Power_Failure,63.56188289848935,3.7775246182677034,5.14800888210809,46.74136693018731,60.616279031832136,1203.1366284370063,43,6.765112953056573,0.520944577401833,47.905542259816706,Critical_Failure
MCH_23,Idle,None,68.30657259984226,1.4069914202214173,5.930110935276823,51.06503337067847,65.15212190642927,1642.0672383328035,80,24.22780228880167,0.8243873199727989,17.56126800272011,High_Downtime
MCH_14,Active,None,87.4337814612773,1.5916301223172025,5.896235797172812,49.47124818215703,56.44427328698879,1472.690690507089,22,20.409673883587352,0.7392692594768264,26.07307405231736,Quality_Degraded
MCH_43,Active,None,63.204718574653484,1.674685347716512,4.2988091670897175,30.76410106236422,59.2356312374681,1874.899870976611,38,27.390347172345066,0.7718566325726325,22.814336742736753,Optimal_Operation
MCH_18,Active,None,67.68675271170117,3.213070203196133,6.627146726348887,43.23486247286529,37.16337875881143,2359.6574190944707,2,30.050581352569484,0.6051785864632688,39.482141353673114,Quality_Degraded
MCH_45,Active,None,68.86767296103845,2.1214862487377197,5.653827436308535,64.53615824194819,21.05473105528764,1761.1455888140222,15,23.5348838925768,0.7408923419956275,25.910765800437254,Quality_Degraded
MCH_60,Maintenance,None,54.173275523556335,1.0153063095513977,2.5912227687579565,74.51706566708886,59.61355774113854,1339.8303201248848,38,20.299326036792316,0.8148563449480576,18.51436550519424,Optimal_Operation
MCH_44,Idle,None,103.17245571881261,1.4146661503369757,4.454520093812451,29.584966755571507,27.181326881170317,1500.4408854588767,64,21.622078770631674,0.6975502390843125,30.244976091568752,High_Downtime
MCH_42,Idle,None,46.977388277214736,0.7899945400691506,4.1894828588673825,39.81540602279951,20.994825483386595,977.411458923769,87,14.611139274701017,0.8131102083005608,18.68897916994392,High_Downtime
MCH_5,Fault,Overheat,64.21737772728756,2.7216715988361497,5.501406363594128,69.20994890657515,50.754597841329804,1691.0399651982489,24,19.85949479007811,0.6502689190488122,34.973108095118775,Critical_Failure
MCH_39,Idle,None,74.49135225873677,3.024353666124025,4.835254713310526,36.52845979025095,48.07682710857334,1224.6010114525006,40,10.168058271003911,0.6191121510301699,38.08878489698301,Quality_Degraded
MCH_41,Active,None,66.04837144408235,1.8486965939372357,4.789260804785774,62.911923785204564,32.396446894818126,1108.67554941352,31,12.762950886315057,0.7623498945038611,23.765010549613883,Optimal_Operation
MCH_11,Active,None,77.65698667663685,-0.021100479094452673,4.233791694197937,38.64796874281575,40.93058332097405,1389.1672732238228,75,25.3419887022655,0.9719041107847869,2.809588921521311,High_Downtime
MCH_35,Active,None,73.50185636475466,2.206680659244182,4.137820640135134,25.2541069909013,37.198789403755185,1317.5901472283572,17,15.129461858084314,0.7211908954316796,27.88091045683204,Quality_Degraded
MCH_47,Active,None,73.2255470504524,1.5341498308674457,5.446166746802788,67.56034570243844,10.0,1095.421865249771,57,13.78016186288969,0.8029998320940969,19.700016790590315,Optimal_Operation
MCH_16,Active,Overheat,85.24456643268718,2.1193094611683074,5.373097651419326,68.40804020257735,75.96980869863765,1176.7514161446957,47,12.918242448866692,0.6847045989290543,31.52954010709457,Critical_Failure
MCH_11,Maintenance,Wear,66.31025302651852,2.9600072206302386,6.48622514949024,55.93056891075922,40.26213012644481,1568.1967375937616,44,16.672639073729254,0.6300401456304455,36.99598543695545,Quality_Degraded
MCH_30,Idle,None,69.99458303619775,2.1320423177899905,6.527159863159193,33.03799480241541,37.74596493519146,1546.3883941751,11,19.58798335020549,0.7441332540099922,25.58667459900078,Quality_Degraded
MCH_25,Active,Wear,76.80494435086125,2.171989161217913,5.251080202971764,56.59067635083342,61.29956403616474,927.4130558200112,87,8.174098915492186,0.7121415232504054,28.785847674959463,High_Downtime
MCH_18,Idle,None,86.23664894658346,1.7872824494680766,3.8960379948516577,62.68494170252596,44.01661261619673,1205.5586435153027,67,14.770118266042289,0.720579510277497,27.942048972250298,High_Downtime
MCH_60,Active,Power_Failure,77.90151666479535,2.1196727067321883,4.4298671035669095,42.29415284764784,42.79802198456224,1444.730944078374,49,17.789144519950774,0.7140332085329559,28.596679146704407,Critical_Failure
MCH_41,Active,Overheat,96.24482356418534,1.3341131511829512,3.3244046638319027,28.281307228700648,70.74356651697198,1242.792666928553,31,17.25977770306007,0.7349271276013045,26.507287239869548,Critical_Failure
MCH_45,Active,None,85.52103830311444,0.46910580325512186,4.752857835634112,74.85622500788556,28.27979149375634,630.4179151829713,38,9.585720699397173,0.8816231503969276,11.837684960307238,Optimal_Operation
MCH_36,Maintenance,Sensor_Error,82.00902862329964,1.5547669679739957,4.4042195044824926,31.566756320468905,60.96718293886412,753.6296479350094,57,7.483289363286006,0.7653918493499219,23.46081506500781,Optimal_Operation
MCH_15,Active,None,65.19996704987874,0.8736145182286004,6.788141064480586,68.21791249198185,57.582527159172365,1389.8762905387955,45,21.77601993688188,0.8759661260120829,12.40338739879171,Optimal_Operation
MCH_44,Idle,None,70.09613404957696,0.9320226343714573,4.792769634905425,64.83989139320138,50.34961401328805,1579.842317572941,2,24.996315236567643,0.8877727476771173,11.222725232288266,Optimal_Operation
MCH_21,Active,None,68.91827629897159,0.7164870205976326,5.866781599672602,52.920633629159894,41.391657764973004,1237.4631231851915,85,19.633381430067498,0.9096946627241704,9.030533727582956,High_Downtime
MCH_54,Active,None,64.38473957647972,2.8961770130132205,4.895411276223984,28.622344389727942,49.61916430423269,1241.6927882628231,37,10.991524461816628,0.6299977167443325,37.00022832556675,Quality_Degraded
MCH_50,Active,None,42.91344808045252,2.334918251983845,5.72675938032502,26.980941267417858,35.495357853061805,1383.301025350307,16,15.811254725706567,0.6114636020837487,38.85363979162513,Quality_Degraded
MCH_50,Active,None,71.83155468788267,1.6551357338125343,4.529554860000136,63.7902367896478,32.80263188600648,1758.0994216405293,29,25.344901094577665,0.7940574931909652,20.59425068090348,Optimal_Operation
MCH_4,Idle,None,73.09902886432516,1.0985419910945762,4.89078967782545,53.37704241307791,64.83324105963527,1618.1584323291113,43,25.02689444160554,0.8557788456113502,14.42211543886498,Optimal_Operation
MCH_15,Active,None,93.74376148961846,2.3221331558225917,5.632589466522045,65.08640415348958,60.22167620535929,1767.3434503617673,6,22.844984656014496,0.6263689753428151,37.36310246571849,Quality_Degraded
MCH_53,Active,None,65.57717746127318,3.2163305865261567,5.710548126245635,49.04519157244924,75.28472452128747,1238.8965945321536,11,9.660070281752713,0.596349039461954,40.365096053804606,Quality_Degraded
MCH_3,Active,None,68.15583230166816,2.3817493517617248,5.77511903683905,57.935388775043805,41.394499940921314,2437.7536231022527,17,34.79579574026679,0.7068134069952656,29.31865930047344,Quality_Degraded
MCH_52,Active,None,70.84045312052135,1.5592704729245208,8.603453917183046,29.076324477621334,29.454527304723996,1234.0389892495336,53,16.19999064011162,0.8095257307669721,19.04742692330279,Optimal_Operation
MCH_21,Active,None,85.092553225976,1.9003399138273738,6.226166992761484,46.274666722403765,63.09737822928723,970.9820179491805,19,10.052858852857426,0.7115889974368111,28.841100256318885,Quality_Degraded
MCH_26,Active,Sensor_Error,54.42750143748216,4.334214353472976,5.653440242468327,26.469722287825366,73.53063516516394,859.7617658577107,78,0.0,0.41760428333317157,58.23957166668284,High_Downtime
MCH_18,Active,None,79.82787454096103,0.5812470587141756,6.824194384698486,61.65565112076405,70.70137031221176,1540.5689269220156,86,25.685355890998125,0.8909388547904548,10.906114520954524,High_Downtime
MCH_5,Active,None,63.772676627018306,-0.34885761368461043,5.616425754904408,28.456639309330974,36.59198525742784,1351.1730835797002,13,25.96221379255117,1.0,0.0,Optimal_Operation
MCH_14,Active,None,58.13318342273139,2.287301007975992,5.611708061135037,37.90667163505638,48.697328343047126,946.8614834976829,39,8.06645930441754,0.6780566127338066,32.19433872661934,Quality_Degraded
MCH_59,Active,None,85.92992144854223,1.3097420850058121,4.363835800516287,69.18548348303763,21.219878644522733,1169.7795338055091,9,16.029750456440553,0.7791112640051336,22.088873599486636,Optimal_Operation
MCH_37,Idle,Wear,98.27700345371025,0.8660720302641598,3.7738480557710883,55.276907882244146,27.311067487417763,1576.3354934563442,48,25.196357214513256,0.7829633425534599,21.70366574465401,Optimal_Operation
MCH_57,Maintenance,None,46.153449063461125,2.927255108628658,5.462668074929165,35.292060501838414,45.09678830480522,1207.1681599371004,1,10.23949156434174,0.5533431832184056,44.665681678159444,Quality_Degraded
MCH_46,Active,None,73.79012712413923,1.5700878686952136,4.513742784388867,29.42777921116207,41.94892189637736,1466.8282127706605,11,20.38925239377661,0.7964289472600175,20.357105273998254,Optimal_Operation
